Start_Lat,Start_Lng,City,County,Via,Road_Type,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Sunrise_Sunset,Hour,DayOfWeek,Month,Clase_Accidente,Target_Severity,Duration_min,MUTCD_Category,Corregimiento,Start_Time,End_Time,Estado_Reclamo,No_Poliza,Lag_Apertura_dias,INEC_2023,INEC_2024,INEC_weight,YoY_growth
9.036726,-79.531487,Panama City,24 de Diciembre,Carretera Panamericana,highway,False,False,False,False,False,False,False,False,False,False,False,False,82.6,62.1,9.14,8.3,0.022,Fair,Night,3,2,1,Colisión,0,24.4,Menor,24 de Diciembre,2024-01-10 03:11:00,2024-01-10 00:24:21,Abierto,PA-228743,0.9,1131,1151,0.05233,0.0177
8.98985,-79.529112,Panama City,Bella Vista,Avenida Balboa,avenue,False,False,True,False,False,False,False,False,False,False,False,False,78.3,67.8,7.18,3.9,0.021,Clear,Night,20,6,1,Colisión,0,15.2,Menor,Bella Vista,2024-01-07 20:13:00,2024-01-07 00:15:13,Cerrado,PA-630884,3.6,1967,2022,0.09192,0.028
9.108302,-79.309657,Panama City,Pacora,Calle José Agustín Arango,street,False,True,False,False,False,False,False,False,False,False,False,True,85.0,66.9,7.94,8.8,0.016,Partly Cloudy,Day,11,3,1,Colisión,0,24.3,Menor,Pacora,2023-01-05 11:46:00,2023-01-05 00:24:16,Cerrado,PA-658845,2.0,507,571,0.02596,0.1262
8.986624,-79.519342,Panama City,Bella Vista,Calle 53 A Este - San José de la Cruz Herrera,street,False,False,True,False,True,False,False,False,False,False,False,False,85.5,92.2,7.88,14.1,0.108,Overcast,Day,16,4,10,Colisión,0,7.5,Menor,Bella Vista,2024-10-11 16:56:00,2024-10-11 00:07:31,Abierto,PA-464259,5.5,1967,2022,0.09192,0.028
9.005819,-79.502329,Panama City,Parque Lefevre,Avenida Ernesto T. Lefevre,avenue,False,False,True,True,True,False,False,False,False,False,False,True,83.6,76.1,9.27,7.7,0.021,Heavy Rain,Day,6,3,10,Colisión,0,16.3,Menor,Parque Lefevre,2023-10-12 06:49:00,2023-10-12 00:16:20,Cerrado,PA-320832,3.2,1062,1112,0.05055,0.0471
9.066368,-79.397996,Panama City,Tocumen,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,True,80.5,77.4,8.56,14.8,0.386,Rain,Day,10,5,6,Vuelco,1,49.9,Intermedio,Tocumen,2023-06-24 10:24:00,2023-06-24 00:49:54,Cerrado,PA-469026,0.0,1326,1276,0.05801,-0.0377
9.006898,-79.530511,Panama City,Betania,Avenida Ricardo J. Alfaro,avenue,False,False,False,False,False,False,False,False,False,False,False,False,82.4,79.4,6.94,7.4,0.502,Rain,Day,17,1,6,Colisión,0,11.4,Menor,Betania,2024-06-25 17:16:00,2024-06-25 00:11:22,Cerrado,PA-471026,0.0,1840,1994,0.09065,0.0837
9.006051,-79.503177,Panama City,Pueblo Nuevo,Avenida Fernández de Córdoba,avenue,False,False,False,False,False,False,False,False,False,False,False,False,84.0,61.3,7.2,5.6,0.012,Clear,Day,16,5,12,Colisión,0,14.3,Menor,Pueblo Nuevo,2023-12-02 16:49:00,2023-12-02 00:14:17,Cerrado,PA-222858,6.7,1022,1080,0.0491,0.0568
9.040357,-79.512719,Panama City,Pedregal,Corredor Norte,highway,False,False,False,False,False,False,False,False,False,False,False,False,79.3,91.6,7.77,4.1,0.017,Heavy Rain,Night,19,3,9,Atropello,1,100.6,Intermedio,Pedregal,2023-09-14 19:11:00,2023-09-14 01:40:33,Cerrado,PA-260863,4.4,694,809,0.03678,0.1657
9.053985,-79.530404,Panama City,24 de Diciembre,Carretera Panamericana,highway,False,False,False,False,False,False,False,False,False,False,False,False,83.4,67.4,9.66,14.2,0.009,Partly Cloudy,Day,6,5,1,Colisión,1,41.0,Intermedio,24 de Diciembre,2023-01-14 06:51:00,2023-01-14 00:41:02,Cerrado,PA-259001,1.2,1131,1151,0.05233,0.0177
9.030111,-79.484642,Panama City,Río Abajo,Avenida La Pulida,avenue,False,False,False,False,True,True,False,False,False,False,False,True,87.9,75.5,4.76,11.1,0.102,Overcast,Night,19,0,8,Colisión,1,45.7,Intermedio,Río Abajo,2023-08-21 19:56:00,2023-08-21 00:45:40,Abierto,PA-163820,2.5,572,648,0.02946,0.1329
9.270859,-79.666274,Panama City,Caimitillo,Vías - Otras carreteras vecinales,highway,False,False,False,True,False,False,False,False,False,False,True,False,82.5,85.9,8.88,7.7,0.037,Thunderstorm,Night,2,2,6,Colisión,0,13.8,Menor,Caimitillo,2023-06-21 02:34:00,2023-06-21 00:13:48,Abierto,PA-964331,0.0,89,140,0.00636,0.573
9.033504,-79.465858,Panama City,Juan Díaz,Avenida José Agustín Arango,avenue,False,False,True,False,False,False,False,True,False,False,False,False,87.5,91.7,8.34,3.5,0.021,Thunderstorm,Day,14,0,11,Colisión,0,22.6,Menor,Juan Díaz,2024-11-18 14:43:00,2024-11-18 00:22:33,Abierto,PA-600887,0.0,1788,1969,0.08951,0.1012
9.070474,-79.3809,Panama City,Tocumen,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,76.9,73.8,9.81,8.5,0.021,Fair,Night,21,1,12,Colisión,0,9.6,Menor,Tocumen,2023-12-05 21:06:00,2023-12-05 00:09:35,Cerrado,PA-928742,5.3,1326,1276,0.05801,-0.0377
8.937291,-79.54791,Panama City,Ancón,Vía Centenario,other,False,False,False,False,False,False,False,False,False,False,False,True,86.9,77.2,5.73,3.8,0.207,Rain,Day,16,1,7,Colisión,0,11.7,Menor,Ancón,2023-07-04 16:29:00,2023-07-04 00:11:42,Cerrado,PA-273547,4.0,2719,2881,0.13097,0.0596
9.0514,-79.501113,Panama City,Las Mañanitas,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,83.8,94.8,7.6,9.0,0.025,Heavy Rain,Day,6,4,5,Colisión,0,8.4,Menor,Las Mañanitas,2023-05-12 06:03:00,2023-05-12 00:08:23,Cerrado,PA-275246,2.0,602,589,0.02678,-0.0216
9.072698,-79.379378,Panama City,Tocumen,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,True,False,False,False,False,False,False,80.2,75.4,6.33,9.4,0.147,Overcast,Day,18,2,8,Colisión,0,25.6,Menor,Tocumen,2024-08-28 18:16:00,2024-08-28 00:25:35,Abierto,PA-936238,3.9,1326,1276,0.05801,-0.0377
8.996473,-79.454765,Panama City,Juan Díaz,Avenida Domingo Díaz,avenue,False,False,False,False,False,False,False,False,False,False,True,False,79.6,86.1,6.8,10.5,0.207,Heavy Rain,Day,13,4,7,Colisión,0,12.9,Menor,Juan Díaz,2024-07-19 13:50:00,2024-07-19 00:12:54,Cerrado,PA-535492,2.9,1788,1969,0.08951,0.1012
8.949461,-79.551326,Panama City,Ancón,Avenida de los Mártires,avenue,False,False,False,False,False,False,False,False,False,True,False,True,82.3,73.9,9.89,3.8,0.017,Clear,Day,17,4,1,Colisión,0,22.5,Menor,Ancón,2023-01-27 17:41:00,2023-01-27 00:22:27,Abierto,PA-789804,4.7,2719,2881,0.13097,0.0596
9.024165,-79.525913,Panama City,Don Bosco,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,83.3,86.2,9.1,10.9,0.066,Overcast,Day,14,5,7,Colisión,0,15.5,Menor,Don Bosco,2023-07-15 14:44:00,2023-07-15 00:15:29,Abierto,PA-112940,0.3,560,555,0.02523,-0.0089
9.00622,-79.517409,Panama City,Betania,Avenida Ricardo J. Alfaro,avenue,False,False,False,False,False,False,False,False,False,True,False,True,81.0,90.8,4.01,4.9,0.283,Rain,Day,10,1,9,Colisión,0,14.9,Menor,Betania,2024-09-03 10:51:00,2024-09-03 00:14:53,Abierto,PA-978157,3.1,1840,1994,0.09065,0.0837
9.014044,-79.505269,Panama City,Pueblo Nuevo,Vía España,other,False,False,False,True,False,False,False,False,False,False,False,False,80.6,87.8,8.69,6.9,0.058,Rain,Day,13,5,7,Colisión,0,14.4,Menor,Pueblo Nuevo,2023-07-22 13:01:00,2023-07-22 00:14:21,Cerrado,PA-302921,3.9,1022,1080,0.0491,0.0568
9.013234,-79.508046,Panama City,San Francisco,Vía Israel,other,False,False,False,False,True,False,False,False,False,False,False,False,82.0,91.3,5.04,3.8,0.11,Rain,Day,15,3,11,Colisión,0,25.9,Menor,San Francisco,2023-11-02 15:39:00,2023-11-02 00:25:55,Cerrado,PA-557369,3.2,1856,2061,0.09369,0.1105
9.096623,-79.243028,Panama City,Las Garzas,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,True,False,False,77.5,58.8,7.6,8.6,0.029,Partly Cloudy,Day,17,0,1,Colisión,0,26.4,Menor,Las Garzas,2024-01-15 17:39:00,2024-01-15 00:26:26,Cerrado,PA-113129,6.4,200,211,0.00959,0.055
9.013398,-79.502105,Panama City,San Francisco,Boulevard Pacífica - Avenida República de Chile,avenue,False,False,True,False,True,False,False,False,True,False,False,True,82.0,79.9,8.12,3.4,0.088,Partly Cloudy,Day,8,5,12,Colisión,1,116.3,Intermedio,San Francisco,2024-12-07 08:33:00,2024-12-07 01:56:17,Cerrado,PA-270190,3.3,1856,2061,0.09369,0.1105
8.992898,-79.498733,Panama City,San Francisco,Boulevard Pacífica - Avenida República de Chile,avenue,False,False,False,False,True,False,False,False,False,False,False,True,80.2,67.3,9.7,5.7,0.006,Fair,Night,5,1,12,Colisión,0,5.6,Menor,San Francisco,2023-12-19 05:12:00,2023-12-19 00:05:37,Abierto,PA-567921,3.5,1856,2061,0.09369,0.1105
9.124577,-79.30911,Panama City,Pacora,Carretera Panamericana,highway,False,False,False,False,False,False,False,False,False,False,False,False,81.7,63.8,8.67,7.6,0.019,Partly Cloudy,Day,18,2,1,Colisión,1,105.8,Intermedio,Pacora,2024-01-24 18:31:00,2024-01-24 01:45:46,Cerrado,PA-519494,1.8,507,571,0.02596,0.1262
9.071075,-79.555821,Panama City,Alcalde Díaz,Carretera Transístmica - Boyd Roosevelt,highway,False,False,False,False,False,False,False,False,False,False,False,True,82.8,85.5,8.4,10.1,0.005,Rain,Night,5,3,5,Colisión,0,19.8,Menor,Alcalde Díaz,2023-05-18 05:55:00,2023-05-18 00:19:46,Cerrado,PA-946477,0.0,557,464,0.02109,-0.167
9.001951,-79.504642,Panama City,San Francisco,Vía Israel,other,False,False,False,False,False,False,False,False,False,False,False,True,79.6,77.3,6.14,5.8,0.198,Rain,Day,7,0,11,Colisión,0,6.3,Menor,San Francisco,2024-11-25 07:10:00,2024-11-25 00:06:18,Abierto,PA-261769,0.0,1856,2061,0.09369,0.1105
9.018431,-79.457183,Panama City,Juan Díaz,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,86.2,78.3,8.67,11.4,0.011,Partly Cloudy,Day,9,0,1,Colisión,0,6.3,Menor,Juan Díaz,2024-01-29 09:36:00,2024-01-29 00:06:17,Abierto,PA-583503,4.6,1788,1969,0.08951,0.1012
9.021047,-79.509855,Panama City,Pedregal,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,True,False,False,88.9,57.6,8.98,12.8,0.026,Partly Cloudy,Day,18,3,4,Colisión,0,21.7,Menor,Pedregal,2024-04-11 18:20:00,2024-04-11 00:21:40,Abierto,PA-453149,0.0,694,809,0.03678,0.1657
9.118105,-79.322472,Panama City,Pacora,Vías-Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,85.0,84.0,7.52,3.9,0.064,Rain,Day,14,1,10,Colisión,0,13.6,Menor,Pacora,2024-10-01 14:28:00,2024-10-01 00:13:37,Cerrado,PA-422934,0.0,507,571,0.02596,0.1262
8.993699,-79.526694,Panama City,Betania,Avenida Simón Bolívar,avenue,True,False,False,False,False,False,False,False,False,False,False,True,85.4,87.0,8.73,6.9,0.123,Rain,Day,13,3,6,Colisión con objeto fijo,0,24.1,Menor,Betania,2023-06-22 13:44:00,2023-06-22 00:24:04,Abierto,PA-793084,0.9,1840,1994,0.09065,0.0837
9.072846,-79.37494,Panama City,Tocumen,Carretera Panamericana,highway,False,False,False,False,False,False,False,False,False,False,False,False,84.9,76.8,7.75,7.1,0.025,Overcast,Night,5,3,10,Colisión,0,9.6,Menor,Tocumen,2023-10-12 05:13:00,2023-10-12 00:09:37,Cerrado,PA-812021,0.0,1326,1276,0.05801,-0.0377
9.019152,-79.501432,Panama City,Pedregal,Avenida Domingo Díaz,avenue,False,False,False,False,True,False,False,False,False,True,False,True,83.5,75.7,8.77,11.4,0.028,Clear,Night,20,4,12,Colisión,0,21.1,Menor,Pedregal,2023-12-08 20:42:00,2023-12-08 00:21:03,Cerrado,PA-981755,0.0,694,809,0.03678,0.1657
9.034907,-79.502861,Panama City,Pedregal,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,82.9,89.5,9.03,13.4,0.018,Overcast,Day,16,5,6,Colisión,0,18.7,Menor,Pedregal,2024-06-15 16:52:00,2024-06-15 00:18:39,Abierto,PA-299773,1.3,694,809,0.03678,0.1657
9.042554,-79.495023,Panama City,Las Mañanitas,Carretera Panamericana,highway,False,False,False,False,False,False,False,False,False,False,False,False,82.2,88.7,8.96,4.8,0.029,Thunderstorm,Day,12,2,10,Colisión,0,16.1,Menor,Las Mañanitas,2023-10-18 12:35:00,2023-10-18 00:16:03,Cerrado,PA-845977,0.1,602,589,0.02678,-0.0216
9.033876,-79.527761,Panama City,24 de Diciembre,Carretera Panamericana,highway,True,False,False,False,False,False,False,False,False,True,False,True,80.9,73.8,9.8,8.5,0.018,Fair,Day,9,5,12,Colisión con objeto fijo,0,28.2,Menor,24 de Diciembre,2024-12-28 09:27:00,2024-12-28 00:28:11,Abierto,PA-491980,5.2,1131,1151,0.05233,0.0177
8.960973,-79.539814,Panama City,Ancón,Corredor Norte,highway,False,False,False,False,False,False,False,False,True,False,False,False,86.8,93.2,8.59,7.6,0.022,Rain,Day,16,1,10,Colisión,0,24.6,Menor,Ancón,2023-10-17 16:37:00,2023-10-17 00:24:37,Abierto,PA-703302,4.4,2719,2881,0.13097,0.0596
9.035825,-79.521318,Panama City,Don Bosco,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,86.3,81.9,8.7,11.1,0.343,Overcast,Night,22,2,5,Colisión con objeto fijo,0,19.6,Menor,Don Bosco,2024-05-01 22:01:00,2024-05-01 00:19:37,Cerrado,PA-861452,0.6,560,555,0.02523,-0.0089
9.109683,-79.312688,Panama City,Pacora,Vías-Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,88.0,85.5,8.76,7.4,0.052,Overcast,Day,15,6,9,Colisión,0,13.9,Menor,Pacora,2023-09-24 15:17:00,2023-09-24 00:13:53,Cerrado,PA-483712,2.1,507,571,0.02596,0.1262
9.035649,-79.501203,Panama City,Las Mañanitas,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,True,False,False,83.2,58.0,9.45,5.0,0.026,Fair,Night,22,0,4,Colisión,1,93.3,Intermedio,Las Mañanitas,2024-04-01 22:31:00,2024-04-01 01:33:19,Cerrado,PA-961251,1.3,602,589,0.02678,-0.0216
8.957904,-79.539491,Panama City,Ancón,Calle Roosevelt,street,False,False,False,False,True,False,False,False,False,False,False,False,86.7,59.0,8.28,4.7,0.0,Partly Cloudy,Day,14,4,3,Colisión,1,59.6,Intermedio,Ancón,2024-03-01 14:03:00,2024-03-01 00:59:36,Cerrado,PA-111554,0.9,2719,2881,0.13097,0.0596
9.00532,-79.517996,Panama City,San Francisco,Vía España,other,False,False,True,True,False,False,False,False,False,False,True,False,86.5,65.5,9.19,7.2,0.023,Clear,Day,11,1,2,Colisión,0,18.9,Menor,San Francisco,2023-02-14 11:18:00,2023-02-14 00:18:55,Cerrado,PA-757573,0.0,1856,2061,0.09369,0.1105
8.999822,-79.49953,Panama City,Río Abajo,Vía España,other,False,False,False,False,True,False,False,False,False,True,False,True,82.1,77.5,8.33,3.3,0.188,Heavy Rain,Day,11,4,7,Vuelco,1,91.4,Intermedio,Río Abajo,2024-07-05 11:35:00,2024-07-05 01:31:24,Abierto,PA-336810,3.3,572,648,0.02946,0.1329
8.956375,-79.555793,Panama City,Ancón,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,81.5,73.0,7.56,9.4,0.029,Clear,Day,11,0,2,Colisión con objeto fijo,0,12.2,Menor,Ancón,2023-02-06 11:27:00,2023-02-06 00:12:11,Cerrado,PA-935171,2.9,2719,2881,0.13097,0.0596
9.26562,-79.638105,Panama City,Caimitillo,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,True,False,False,False,False,True,False,81.4,69.5,7.12,7.6,0.015,Clear,Day,14,5,1,Colisión,0,10.9,Menor,Caimitillo,2024-01-27 14:09:00,2024-01-27 00:10:53,Abierto,PA-243211,0.6,89,140,0.00636,0.573
9.01209,-79.541457,Panama City,Betania,Calle 74 Oeste-Juan Rivera Reyes ,street,False,False,True,False,False,False,False,False,False,False,False,True,78.8,93.3,8.8,3.0,0.002,Thunderstorm,Day,10,3,7,Colisión,1,90.7,Intermedio,Betania,2023-07-20 10:41:00,2023-07-20 01:30:43,Abierto,PA-301845,0.0,1840,1994,0.09065,0.0837
9.031787,-79.499008,Panama City,Pedregal,Avenida José María Torrijos,avenue,True,False,False,False,False,False,False,False,False,False,False,True,85.3,81.8,9.72,10.6,0.053,Heavy Rain,Day,10,4,7,Colisión,0,6.3,Menor,Pedregal,2023-07-21 10:24:00,2023-07-21 00:06:19,Abierto,PA-110587,2.2,694,809,0.03678,0.1657
9.01688,-79.507149,Panama City,Don Bosco,Avenida Domingo Díaz,avenue,False,False,False,False,True,False,False,False,False,False,False,False,82.1,79.6,9.1,13.9,0.013,Rain,Day,8,2,9,Colisión,0,12.7,Menor,Don Bosco,2024-09-18 08:58:00,2024-09-18 00:12:39,Abierto,PA-847769,0.0,560,555,0.02523,-0.0089
9.018489,-79.527746,Panama City,Betania,Avenida Simón Bolívar,avenue,False,False,False,False,False,False,False,False,False,True,False,False,76.4,83.2,5.88,3.9,0.122,Rain,Day,8,4,10,Colisión,0,27.0,Menor,Betania,2024-10-18 08:50:00,2024-10-18 00:26:58,Cerrado,PA-522799,0.5,1840,1994,0.09065,0.0837
9.007134,-79.55014,Panama City,Betania,Camino Real de Betania,other,False,False,True,False,False,False,False,False,False,False,False,True,75.1,89.2,7.43,4.1,0.001,Rain,Night,19,3,5,Colisión,0,17.1,Menor,Betania,2023-05-04 19:12:00,2023-05-04 00:17:08,Cerrado,PA-233135,3.6,1840,1994,0.09065,0.0837
9.015644,-79.486516,Panama City,Parque Lefevre,Avenida Centenario,avenue,False,False,True,False,False,False,False,False,False,False,False,True,86.2,79.4,7.7,9.2,0.03,Partly Cloudy,Day,17,4,4,Colisión,0,12.4,Menor,Parque Lefevre,2023-04-14 17:36:00,2023-04-14 00:12:26,Cerrado,PA-964303,0.0,1062,1112,0.05055,0.0471
9.038164,-79.512837,Panama City,24 de Diciembre,Carretera Panamericana,highway,False,False,False,False,False,False,False,False,False,True,False,False,86.3,76.4,7.94,14.6,0.008,Clear,Day,11,0,1,Colisión,0,28.0,Menor,24 de Diciembre,2023-01-09 11:27:00,2023-01-09 00:27:58,Abierto,PA-604082,0.5,1131,1151,0.05233,0.0177
9.017017,-79.474745,Panama City,Juan Díaz,Avenida Domingo Díaz,avenue,False,False,False,False,True,False,False,False,False,False,False,True,76.7,66.5,8.43,10.7,0.037,Fair,Night,19,3,12,Colisión,0,9.8,Menor,Juan Díaz,2023-12-21 19:19:00,2023-12-21 00:09:47,Abierto,PA-758484,3.8,1788,1969,0.08951,0.1012
9.052397,-79.514471,Panama City,24 de Diciembre,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,False,False,False,79.7,73.5,9.95,8.5,0.02,Clear,Day,17,3,3,Colisión,0,22.9,Menor,24 de Diciembre,2024-03-28 17:07:00,2024-03-28 00:22:54,Abierto,PA-959258,2.0,1131,1151,0.05233,0.0177
9.079229,-79.565002,Panama City,Las Cumbres,Carretera Transístmica Boyd Roosevelt,highway,False,False,False,False,False,False,False,False,False,False,False,False,82.6,94.8,4.67,12.6,0.133,Heavy Rain,Day,6,3,8,Colisión con objeto fijo,0,9.0,Menor,Las Cumbres,2023-08-17 06:27:00,2023-08-17 00:09:00,Cerrado,PA-708725,3.8,471,454,0.02064,-0.0361
9.028217,-79.457421,Panama City,Juan Díaz,Avenida José Agustín Arango,avenue,False,False,True,False,False,False,False,False,False,True,True,True,81.0,84.5,9.04,13.2,0.036,Rain,Day,14,5,7,Colisión,1,103.7,Intermedio,Juan Díaz,2023-07-15 14:15:00,2023-07-15 01:43:40,Cerrado,PA-302633,2.6,1788,1969,0.08951,0.1012
8.997184,-79.491539,Panama City,San Francisco,Avenida Belisario Porras,avenue,True,False,False,False,False,False,False,False,False,False,False,True,82.9,87.5,8.81,8.2,0.092,Overcast,Day,8,1,5,Colisión,0,23.0,Menor,San Francisco,2024-05-07 08:40:00,2024-05-07 00:22:59,Cerrado,PA-403044,1.7,1856,2061,0.09369,0.1105
9.015842,-79.532064,Panama City,Betania,Avenida Simón Bolívar,avenue,False,False,False,False,False,False,False,False,False,False,False,False,82.2,77.5,7.47,4.6,0.076,Heavy Rain,Day,10,5,11,Colisión,0,9.8,Menor,Betania,2024-11-16 10:02:00,2024-11-16 00:09:50,Cerrado,PA-779383,3.0,1840,1994,0.09065,0.0837
9.00522,-79.537349,Panama City,Betania,Avenida Los Periodistas,avenue,False,False,False,False,True,False,False,False,False,False,False,False,82.6,84.2,7.92,4.1,0.067,Rain,Night,22,3,5,Colisión,0,18.4,Menor,Betania,2023-05-04 22:51:00,2023-05-04 00:18:25,Abierto,PA-915276,4.9,1840,1994,0.09065,0.0837
9.001051,-79.507849,Panama City,San Francisco,Avenida Cincuentenario,avenue,False,False,False,False,False,True,False,False,False,False,False,True,78.0,59.5,7.83,7.8,0.016,Partly Cloudy,Day,16,0,2,Colisión,0,14.1,Menor,San Francisco,2024-02-26 16:55:00,2024-02-26 00:14:06,Abierto,PA-543429,2.1,1856,2061,0.09369,0.1105
9.003873,-79.498806,Panama City,San Francisco,Calle 73 Este - Calle Ovigildo Herrera M.,street,False,False,True,False,False,False,False,False,False,False,False,False,83.0,86.9,6.13,8.8,0.158,Thunderstorm,Day,9,2,8,Colisión con objeto fijo,0,20.1,Menor,San Francisco,2024-08-21 09:15:00,2024-08-21 00:20:07,Cerrado,PA-948420,3.4,1856,2061,0.09369,0.1105
9.007332,-79.507384,Panama City,Pueblo Nuevo,Avenida Fernández de Córdoba,avenue,False,False,False,False,True,False,False,False,True,False,False,True,82.6,90.3,4.55,4.9,0.23,Rain,Day,17,5,5,Colisión con objeto fijo,0,17.5,Menor,Pueblo Nuevo,2024-05-04 17:45:00,2024-05-04 00:17:27,Abierto,PA-107917,1.6,1022,1080,0.0491,0.0568
9.020692,-79.529197,Panama City,Betania,Vías - Otras carreteras vecinales,highway,False,False,False,True,False,False,False,False,False,False,False,False,82.1,70.3,9.66,9.1,0.012,Partly Cloudy,Day,14,1,4,Colisión,0,11.6,Menor,Betania,2023-04-25 14:14:00,2023-04-25 00:11:37,Abierto,PA-514848,6.0,1840,1994,0.09065,0.0837
9.007726,-79.544796,Panama City,Santa Ana,Vías - Otras carreteras vecinales,highway,False,False,False,False,True,True,False,False,False,False,False,False,86.1,89.6,9.7,3.9,0.053,Rain,Day,13,4,8,Colisión,0,6.4,Menor,Santa Ana,2024-08-30 13:30:00,2024-08-30 00:06:26,Abierto,PA-884212,2.1,303,274,0.01246,-0.0957
8.989831,-79.523512,Panama City,Bella Vista,Avenida República de Brasil,avenue,False,False,False,False,False,False,False,False,False,False,False,False,81.9,79.3,7.7,4.5,0.016,Partly Cloudy,Day,8,3,1,Colisión,1,32.6,Intermedio,Bella Vista,2024-01-18 08:31:00,2024-01-18 00:32:35,Cerrado,PA-980359,1.2,1967,2022,0.09192,0.028
8.946594,-79.549838,Panama City,Ancón,Vías - Otras carreteras vecinales,highway,False,False,False,False,False,False,False,False,False,True,False,True,80.6,64.8,8.32,13.9,0.03,Fair,Night,1,5,1,Colisión,0,16.8,Menor,Ancón,2024-01-13 01:58:00,2024-01-13 00:16:46,Cerrado,PA-355942,1.6,2719,2881,0.13097,0.0596
9.019539,-79.478756,Panama City,Río Abajo,Avenida Domingo Díaz,avenue,False,False,False,False,False,False,False,False,True,False,False,True,83.7,80.6,6.31,4.2,0.103,Overcast,Day,7,3,11,Colisión,0,12.4,Menor,Río Abajo,2023-11-23 07:00:00,2023-11-23 00:12:26,Cerrado,PA-388737,0.0,572,648,0.02946,0.1329
9.026795,-79.516354,Panama City,Don Bosco,Avenida Guillermo E. Quijano,avenue,False,False,False,False,False,True,False,False,False,False,False,True,80.1,78.8,9.27,10.2,0.003,Fair,Night,22,0,12,Colisión,0,28.7,Menor,Don Bosco,2024-12-02 22:40:00,2024-12-02 00:28:39,Cerrado,PA-149285,0.0,560,555,0.02523,-0.0089
8.992475,-79.513353,Panama City,Bella Vista,Avenida Ricardo Miró ,avenue,False,False,True,False,False,False,False,False,False,False,False,False,83.2,90.0,7.62,3.5,0.025,Rain,Night,19,3,9,Colisión,0,6.8,Menor,Bella Vista,2023-09-21 19:03:00,2023-09-21 00:06:50,Cerrado,PA-217674,2.1,1967,2022,0.09192,0.028
9.00167,-79.510476,Panama City,San Francisco,Vía Israel,other,True,False,False,False,False,False,False,False,False,False,False,True,83.7,81.3,7.8,12.4,0.305,Overcast,Day,16,4,11,Colisión,0,14.1,Menor,San Francisco,2023-11-03 16:42:00,2023-11-03 00:14:07,Cerrado,PA-807293,0.2,1856,2061,0.09369,0.1105
9.000589,-79.494513,Panama City,San Francisco,Avenida 1 Sur - Calle 1 Carrasquilla,avenue,False,False,False,False,False,False,False,False,False,False,False,False,86.3,92.4,8.74,12.7,0.061,Overcast,Day,17,2,11,Colisión,0,24.1,Menor,San Francisco,2024-11-27 17:06:00,2024-11-27 00:24:06,Cerrado,PA-892335,2.5,1856,2061,0.09369,0.1105
9.082202,-79.390228,Panama City,Tocumen,Carretera Panamericana,highway,True,False,False,False,False,False,False,False,False,False,False,False,81.2,62.9,7.29,11.1,0.007,Fair,Day,9,1,1,Colisión,1,95.1,Intermedio,Tocumen,2023-01-24 09:57:00,2023-01-24 01:35:05,Cerrado,PA-299049,0.6,1326,1276,0.05801,-0.0377
9.019329,-79.463298,Panama City,Juan Díaz,Avenida Domingo Díaz,avenue,False,False,False,False,True,False,False,False,False,False,False,True,73.0,61.0,8.95,11.0,0.005,Clear,Day,8,5,4,Colisión,0,26.1,Menor,Juan Díaz,2024-04-13 08:21:00,2024-04-13 00:26:03,Cerrado,PA-579556,0.0,1788,1969,0.08951,0.1012
8.994946,-79.523681,Panama City,Bella Vista,Avenida Nicanor de Obarrio - Calle 50,avenue,False,False,True,False,False,False,False,False,False,True,False,True,82.3,79.2,8.07,9.4,0.057,Clear,Night,4,0,3,Colisión,0,22.4,Menor,Bella Vista,2024-03-11 04:24:00,2024-03-11 00:22:22,Cerrado,PA-321229,4.0,1967,2022,0.09192,0.028
8.952542,-79.569866,Panama City,Ancón,Vías - Otras carreteras vecinales,highway,True,False,False,False,False,False,False,False,False,False,False,False,85.9,59.3,8.85,12.7,0.094,Fair,Day,15,1,4,Colisión,0,20.8,Menor,Ancón,2023-04-18 15:25:00,2023-04-18 00:20:50,Cerrado,PA-899800,0.4,2719,2881,0.13097,0.0596
